DATA SET,DATE,PLAYER FULL NAME,POSITION,OWN TEAM,OPP TEAM,VENUE (R/H),MIN,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,A,PF,ST,TO,BL,PTS
2016-2017 Playoffs Season,4/23/17,Marreese Speights,C,LA Clippers,Utah,R,20.6,2,8,1,5,0,0,0,4,4,1,2,0,0,0,5
2016-2017 Playoffs Season,4/23/17,DeAndre Jordan,C,LA Clippers,Utah,R,36.9,5,8,0,1,2,6,4,6,10,1,3,0,0,0,12
2016-2017 Playoffs Season,4/23/17,JJ Redick,SG,LA Clippers,Utah,R,41.8,3,11,2,7,4,4,0,0,0,0,1,0,4,0,12
2016-2017 Playoffs Season,4/23/17,Chris Paul,PG,LA Clippers,Utah,R,38.1,10,21,1,6,6,8,1,8,9,12,4,1,2,0,27
2016-2017 Playoffs Season,4/23/17,Jamal Crawford,SG,LA Clippers,Utah,R,31.5,9,13,5,7,2,2,1,0,1,2,5,1,2,0,25
2016-2017 Playoffs Season,4/23/17,Paul Pierce,SF,LA Clippers,Utah,R,12.1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0
2016-2017 Playoffs Season,4/23/17,Raymond Felton,PG,LA Clippers,Utah,R,21.5,3,5,2,2,3,3,0,1,1,0,1,3,0,0,11
2016-2017 Playoffs Season,4/23/17,Wesley Johnson,SF,LA Clippers,Utah,R,3.9,0,0,0,0,1,2,0,0,0,0,1,0,0,0,1
2016-2017 Playoffs Season,4/23/17,Gordon Hayward,SF,Utah,LA Clippers,H,9.2,1,3,1,3,0,0,0,2,2,0,0,0,1,0,3
2016-2017 Playoffs Season,4/23/17,Boris Diaw,PF,Utah,LA Clippers,H,10.4,0,4,0,3,0,0,1,1,2,1,1,1,2,0,0
2016-2017 Playoffs Season,4/23/17,Rudy Gobert,C,Utah,LA Clippers,H,23.8,6,6,0,0,3,4,2,11,13,1,1,0,2,2,15
2016-2017 Playoffs Season,4/23/17,Joe Ingles,SF,Utah,LA Clippers,H,37.9,3,6,2,4,0,0,1,5,6,11,3,2,2,1,8
2016-2017 Playoffs Season,4/23/17,George Hill,PG,Utah,LA Clippers,H,40.7,4,11,1,3,4,5,0,1,1,2,1,0,3,0,13
2016-2017 Playoffs Season,4/23/17,Derrick Favors,PF,Utah,LA Clippers,H,24.2,7,10,0,0,3,6,1,5,6,1,0,2,0,0,17
2016-2017 Playoffs Season,4/23/17,Joe Johnson,SF,Utah,LA Clippers,H,34.6,12,17,2,3,2,2,1,4,5,5,3,1,1,0,28
2016-2017 Playoffs Season,4/23/17,Rodney Hood,SG,Utah,LA Clippers,H,35.2,6,16,3,5,3,4,1,3,4,1,4,1,0,0,18
2016-2017 Playoffs Season,4/23/17,Raul Neto,PG,Utah,LA Clippers,H,7.3,0,0,0,0,0,0,0,3,3,1,2,0,1,0,0
2016-2017 Playoffs Season,4/23/17,Dante Exum,PG,Utah,LA Clippers,H,11.8,1,1,1,1,0,0,0,0,0,1,1,0,0,0,3
2016-2017 Playoffs Season,4/23/17,Shelvin Mack,PG,Utah,LA Clippers,H,4.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-2017 Playoffs Season,4/24/17,Khris Middleton,PF,Milwaukee,Toronto,R,35.9,3,8,0,2,2,2,0,3,3,6,3,5,1,0,8
2016-2017 Playoffs Season,4/24/17,Giannis Antetokounmpo,SG,Milwaukee,Toronto,R,40.8,12,19,0,0,6,9,1,8,9,3,5,3,2,3,30
2016-2017 Playoffs Season,4/24/17,Thon Maker,PF,Milwaukee,Toronto,R,22.9,2,7,0,3,2,4,1,4,5,2,3,1,2,1,6
2016-2017 Playoffs Season,4/24/17,Tony Snell,SF,Milwaukee,Toronto,R,35.9,3,5,3,4,0,0,0,0,0,2,2,0,0,0,9
2016-2017 Playoffs Season,4/24/17,Malcolm Brogdon,SG,Milwaukee,Toronto,R,33.5,7,11,5,7,0,0,0,2,2,3,5,1,2,0,19
2016-2017 Playoffs Season,4/24/17,Greg Monroe,C,Milwaukee,Toronto,R,22.3,4,6,0,0,3,4,0,2,2,2,2,1,4,0,11
2016-2017 Playoffs Season,4/24/17,Matthew Dellavedova,PG,Milwaukee,Toronto,R,22.1,1,4,1,3,1,2,0,1,1,2,1,0,1,0,4
2016-2017 Playoffs Season,4/24/17,Michael Beasley,SF,Milwaukee,Toronto,R,7.2,0,2,0,0,0,4,0,0,0,0,0,1,0,0,0
2016-2017 Playoffs Season,4/24/17,Mirza Teletovic,PF,Milwaukee,Toronto,R,8.8,1,2,1,2,0,0,0,1,1,0,0,1,1,0,3
2016-2017 Playoffs Season,4/24/17,Jason Terry,SG,Milwaukee,Toronto,R,5.1,0,1,0,1,0,0,0,0,0,2,2,0,1,0,0
2016-2017 Playoffs Season,4/24/17,Rashad Vaughn,SG,Milwaukee,Toronto,R,2.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-2017 Playoffs Season,4/24/17,John Henson,C,Milwaukee,Toronto,R,2.8,1,2,0,0,1,1,0,0,0,0,0,0,1,0,3
2016-2017 Playoffs Season,4/24/17,Norman Powell,SG,Toronto,Milwaukee,H,34.4,8,11,4,4,5,5,0,4,4,4,3,3,4,1,25
2016-2017 Playoffs Season,4/24/17,DeMarre Carroll,SF,Toronto,Milwaukee,H,21.8,4,6,1,3,3,3,2,4,6,0,2,2,1,0,12
2016-2017 Playoffs Season,4/24/17,Serge Ibaka,PF,Toronto,Milwaukee,H,24.7,8,10,1,3,2,2,0,6,6,3,4,1,2,3,19
2016-2017 Playoffs Season,4/24/17,DeMar DeRozan,SG,Toronto,Milwaukee,H,33.4,7,14,1,3,3,4,1,2,3,6,3,1,4,0,18
2016-2017 Playoffs Season,4/24/17,Kyle Lowry,PG,Toronto,Milwaukee,H,36.4,4,9,2,4,6,6,0,3,3,10,4,3,2,0,16
2016-2017 Playoffs Season,4/24/17,PJ Tucker,SF,Toronto,Milwaukee,H,24.3,0,3,0,2,2,2,1,5,6,2,1,0,1,0,2
2016-2017 Playoffs Season,4/24/17,Cory Joseph,SG,Toronto,Milwaukee,H,20.1,4,8,1,4,1,1,1,2,3,1,2,0,1,0,10
2016-2017 Playoffs Season,4/24/17,Jonas Valanciunas,C,Toronto,Milwaukee,H,21.4,3,5,0,0,2,3,0,7,7,1,3,0,1,2,8
2016-2017 Playoffs Season,4/24/17,Patrick Patterson,PF,Toronto,Milwaukee,H,14.4,2,4,1,3,0,0,0,0,0,0,0,0,0,0,5
2016-2017 Playoffs Season,4/24/17,Delon Wright,PG,Toronto,Milwaukee,H,2.8,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2016-2017 Playoffs Season,4/24/17,Fred VanVleet,PG,Toronto,Milwaukee,H,2.6,1,1,1,1,0,0,0,0,0,1,0,0,0,0,3
2016-2017 Playoffs Season,4/24/17,Lucas Nogueira,C,Toronto,Milwaukee,H,1.9,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0
2016-2017 Playoffs Season,4/24/17,Jakob Poeltl,C,Toronto,Milwaukee,H,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-2017 Playoffs Season,4/24/17,Otto Porter Jr.,SF,Washington,Atlanta,R,38.9,5,10,1,3,2,3,1,3,4,0,1,1,0,2,13
2016-2017 Playoffs Season,4/24/17,Markieff Morris,PF,Washington,Atlanta,R,23.9,3,10,0,1,3,4,1,3,4,2,5,0,1,0,9
2016-2017 Playoffs Season,4/24/17,Marcin Gortat,C,Washington,Atlanta,R,35.2,1,4,0,0,0,0,4,14,18,3,5,0,1,3,2
2016-2017 Playoffs Season,4/24/17,Bradley Beal,SG,Washington,Atlanta,R,38.8,11,23,5,14,5,5,0,5,5,2,4,2,1,0,32
2016-2017 Playoffs Season,4/24/17,John Wall,PG,Washington,Atlanta,R,40.8,7,19,2,5,6,8,0,5,5,10,2,2,6,0,22
2016-2017 Playoffs Season,4/24/17,Jason Smith,C,Washington,Atlanta,R,24.2,2,4,1,3,0,0,2,2,4,1,3,1,2,0,5
2016-2017 Playoffs Season,4/24/17,Brandon Jennings,PG,Washington,Atlanta,R,11.3,2,4,0,1,1,2,0,1,1,1,1,0,0,0,5
2016-2017 Playoffs Season,4/24/17,Kelly Oubre Jr.,SF,Washington,Atlanta,R,8.9,0,2,0,1,0,0,0,2,2,0,3,0,2,0,0
2016-2017 Playoffs Season,4/24/17,Bojan Bogdanovic,SF,Washington,Atlanta,R,17.5,5,9,2,4,1,1,1,2,3,0,1,1,1,0,13
2016-2017 Playoffs Season,4/24/17,Sheldon McClellan,SG,Washington,Atlanta,R,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-2017 Playoffs Season,4/24/17,Daniel Ochefu,C,Washington,Atlanta,R,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-2017 Playoffs Season,4/24/17,Tomas Satoransky,SG,Washington,Atlanta,R,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-2017 Playoffs Season,4/24/17,Taurean Prince,SF,Atlanta,Washington,H,32.5,5,7,0,1,1,1,1,6,7,1,2,0,1,0,11
2016-2017 Playoffs Season,4/24/17,Paul Millsap,PF,Atlanta,Washington,H,36.1,6,15,1,4,6,8,1,8,9,7,3,2,3,0,19
2016-2017 Playoffs Season,4/24/17,Dwight Howard,C,Atlanta,Washington,H,30.3,6,14,0,0,4,5,4,11,15,1,3,0,0,1,16
2016-2017 Playoffs Season,4/24/17,Tim Hardaway Jr.,SG,Atlanta,Washington,H,30.9,6,12,3,5,0,1,1,1,2,1,3,2,3,0,15
2016-2017 Playoffs Season,4/24/17,Dennis Schroder,PG,Atlanta,Washington,H,28.4,6,15,2,6,4,4,0,3,3,1,3,0,1,0,18
2016-2017 Playoffs Season,4/24/17,Kent Bazemore,SF,Atlanta,Washington,H,23.5,5,12,3,8,3,4,0,4,4,7,1,3,1,0,16
2016-2017 Playoffs Season,4/24/17,Mike Dunleavy,SF,Atlanta,Washington,H,7.4,0,1,0,0,0,0,1,1,2,0,0,0,2,0,0
2016-2017 Playoffs Season,4/24/17,Mike Muscala,C,Atlanta,Washington,H,7.9,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2016-2017 Playoffs Season,4/24/17,Ersan Ilyasova,PF,Atlanta,Washington,H,21.7,2,3,1,1,1,2,2,3,5,1,2,0,0,0,6
2016-2017 Playoffs Season,4/24/17,Jose Calderon,PG,Atlanta,Washington,H,20,4,9,2,5,0,0,2,0,2,5,3,0,1,0,10
2016-2017 Playoffs Season,4/24/17,Thabo Sefolosha,SF,Atlanta,Washington,H,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-2017 Playoffs Season,4/24/17,Kevin Durant,SF,Golden State,Portland,R,20.4,4,7,2,2,0,0,0,3,3,2,0,1,3,2,10
2016-2017 Playoffs Season,4/24/17,Draymond Green,PF,Golden State,Portland,R,33.4,7,11,5,8,2,4,0,6,6,4,2,1,2,3,21
2016-2017 Playoffs Season,4/24/17,Zaza Pachulia,C,Golden State,Portland,R,18.8,4,6,0,0,3,3,0,7,7,1,2,1,0,0,11
2016-2017 Playoffs Season,4/24/17,Klay Thompson,SG,Golden State,Portland,R,30.4,6,13,3,5,3,4,0,2,2,1,0,0,0,0,18
2016-2017 Playoffs Season,4/24/17,Stephen Curry,PG,Golden State,Portland,R,29.7,12,20,7,11,6,7,2,5,7,8,0,2,4,0,37
2016-2017 Playoffs Season,4/24/17,Andre Iguodala,SF,Golden State,Portland,R,23.8,2,5,0,1,1,2,0,5,5,5,1,1,0,0,5
2016-2017 Playoffs Season,4/24/17,JaVale McGee,C,Golden State,Portland,R,9.8,2,4,0,0,0,1,1,2,3,0,4,0,0,3,4
2016-2017 Playoffs Season,4/24/17,Patrick McCaw,SG,Golden State,Portland,R,19.4,0,3,0,1,0,0,1,2,3,1,1,0,0,0,0
2016-2017 Playoffs Season,4/24/17,Ian Clark,SG,Golden State,Portland,R,21.4,1,5,0,0,2,2,0,4,4,1,0,0,1,0,4
2016-2017 Playoffs Season,4/24/17,James Michael McAdoo,PF,Golden State,Portland,R,10.5,2,3,0,1,0,2,1,1,2,0,1,0,0,0,4
2016-2017 Playoffs Season,4/24/17,David West,PF,Golden State,Portland,R,16.3,5,6,0,0,2,2,0,2,2,4,2,1,0,0,12
2016-2017 Playoffs Season,4/24/17,Damian Jones,C,Golden State,Portland,R,6.2,1,3,0,0,0,0,1,0,1,0,2,0,0,1,2
2016-2017 Playoffs Season,4/24/17,Evan Turner,SG,Portland,Golden State,H,21,2,7,1,4,2,2,0,2,2,1,0,3,1,0,7
2016-2017 Playoffs Season,4/24/17,Maurice Harkless,SF,Portland,Golden State,H,15,0,3,0,1,2,2,1,0,1,0,2,1,0,0,2
2016-2017 Playoffs Season,4/24/17,Meyers Leonard,PF,Portland,Golden State,H,10.4,0,2,0,2,0,0,0,3,3,0,2,0,1,0,0
2016-2017 Playoffs Season,4/24/17,CJ McCollum,SG,Portland,Golden State,H,30.6,2,12,0,4,2,2,0,5,5,1,3,0,2,1,6
2016-2017 Playoffs Season,4/24/17,Damian Lillard,PG,Portland,Golden State,H,41.8,12,24,2,6,8,9,1,0,1,6,4,1,4,0,34
2016-2017 Playoffs Season,4/24/17,Al-Farouq Aminu,SF,Portland,Golden State,H,34.5,7,12,5,9,6,8,2,5,7,1,3,2,3,1,25
2016-2017 Playoffs Season,4/24/17,Allen Crabbe,SG,Portland,Golden State,H,24.1,3,6,1,3,0,0,0,3,3,0,1,0,0,0,7
2016-2017 Playoffs Season,4/24/17,Noah Vonleh,PF,Portland,Golden State,H,32.5,1,2,0,0,1,2,2,12,14,0,2,0,0,1,3
2016-2017 Playoffs Season,4/24/17,Shabazz Napier,PG,Portland,Golden State,H,17,4,11,3,7,3,4,1,1,2,2,3,0,0,0,14
2016-2017 Playoffs Season,4/24/17,Pat Connaughton,SG,Portland,Golden State,H,5.6,1,2,0,1,0,0,0,1,1,2,0,0,0,0,2
2016-2017 Playoffs Season,4/24/17,Jake Layman,SF,Portland,Golden State,H,5.6,1,3,1,1,0,0,0,0,0,0,0,0,0,0,3
2016-2017 Playoffs Season,4/24/17,Tim Quarterman,SG,Portland,Golden State,H,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2016-2017 Playoffs Season,4/25/17,Andre Roberson,SF,Oklahoma City,Houston,R,37,1,7,0,3,1,4,3,2,5,4,5,4,2,3,3
2016-2017 Playoffs Season,4/25/17,Taj Gibson,PF,Oklahoma City,Houston,R,25,4,7,0,0,2,2,1,7,8,0,3,0,1,0,10
2016-2017 Playoffs Season,4/25/17,Steven Adams,C,Oklahoma City,Houston,R,39,3,4,0,0,1,2,6,3,9,1,4,2,1,4,7
2016-2017 Playoffs Season,4/25/17,Victor Oladipo,SG,Oklahoma City,Houston,R,33.5,4,17,2,6,0,0,0,6,6,0,3,1,2,0,10
2016-2017 Playoffs Season,4/25/17,Russell Westbrook,PG,Oklahoma City,Houston,R,41.9,15,34,5,18,12,17,5,6,11,9,5,0,7,0,47
2016-2017 Playoffs Season,4/25/17,Alex Abrines,SG,Oklahoma City,Houston,R,22.4,4,11,2,7,1,2,0,3,3,0,4,0,0,0,11
2016-2017 Playoffs Season,4/25/17,Doug McDermott,SF,Oklahoma City,Houston,R,14,0,1,0,1,0,0,0,2,2,1,1,0,0,0,0
2016-2017 Playoffs Season,4/25/17,Jerami Grant,SF,Oklahoma City,Houston,R,23.9,4,8,1,3,2,2,3,2,5,1,0,0,0,0,11
2016-2017 Playoffs Season,4/25/17,Enes Kanter,C,Oklahoma City,Houston,R,3.4,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0
2016-2017 Playoffs Season,4/25/17,Norris Cole,PG,Oklahoma City,Houston,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-2017 Playoffs Season,4/25/17,Trevor Ariza,SF,Houston,Oklahoma City,H,35.7,1,6,0,5,0,0,1,1,2,2,5,0,0,0,2
2016-2017 Playoffs Season,4/25/17,Ryan Anderson,PF,Houston,Oklahoma City,H,23.5,1,6,0,3,0,0,0,2,2,1,1,0,0,0,2
2016-2017 Playoffs Season,4/25/17,Clint Capela,C,Houston,Oklahoma City,H,22.2,2,3,0,0,4,6,3,6,9,0,3,1,1,4,8
2016-2017 Playoffs Season,4/25/17,Patrick Beverley,SG,Houston,Oklahoma City,H,26.7,6,10,1,1,2,2,5,3,8,3,4,1,2,0,15
2016-2017 Playoffs Season,4/25/17,James Harden,PG,Houston,Oklahoma City,H,37.8,8,25,2,13,16,17,1,7,8,4,4,3,5,2,34
2016-2017 Playoffs Season,4/25/17,Eric Gordon,SG,Houston,Oklahoma City,H,35.1,3,10,1,8,1,2,0,6,6,2,2,0,0,0,8
2016-2017 Playoffs Season,4/25/17,Nene,C,Houston,Oklahoma City,H,25.8,5,8,0,1,4,6,0,7,7,0,3,1,3,0,14
2016-2017 Playoffs Season,4/25/17,Lou Williams,SG,Houston,Oklahoma City,H,33.4,7,14,2,6,6,6,0,5,5,1,1,1,1,0,22
2016-2017 Playoffs Season,4/25/17,James Ennis III,SF,Memphis,San Antonio,R,30.8,4,9,2,6,1,1,2,2,4,2,2,0,1,0,11
2016-2017 Playoffs Season,4/25/17,Zach Randolph,PF,Memphis,San Antonio,R,26.4,4,10,0,1,1,2,3,3,6,1,4,2,0,0,9
2016-2017 Playoffs Season,4/25/17,Marc Gasol,C,Memphis,San Antonio,R,40.8,6,12,0,1,5,5,1,4,5,7,3,0,2,0,17
2016-2017 Playoffs Season,4/25/17,Vince Carter,SG,Memphis,San Antonio,R,32,2,5,1,2,5,5,0,5,5,3,2,0,2,0,10
2016-2017 Playoffs Season,4/25/17,Mike Conley,PG,Memphis,San Antonio,R,35.3,10,17,2,4,4,5,0,2,2,6,1,4,2,1,26
2016-2017 Playoffs Season,4/25/17,JaMychal Green,PF,Memphis,San Antonio,R,24.5,4,8,3,5,0,0,0,3,3,1,3,0,1,0,11
2016-2017 Playoffs Season,4/25/17,Andrew Harrison,SG,Memphis,San Antonio,R,23.5,4,7,1,3,0,0,1,1,2,0,3,1,0,0,9
2016-2017 Playoffs Season,4/25/17,Wayne Selden,G,Memphis,San Antonio,R,10.2,2,2,0,0,2,2,0,0,0,1,0,0,1,0,6
2016-2017 Playoffs Season,4/25/17,Troy Daniels,SG,Memphis,San Antonio,R,10,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2016-2017 Playoffs Season,4/25/17,Wade Baldwin IV,PG,Memphis,San Antonio,R,2.2,0,0,0,0,2,2,0,1,1,1,1,0,0,0,2
2016-2017 Playoffs Season,4/25/17,Jarell Martin,PF,Memphis,San Antonio,R,2.2,1,2,0,0,0,0,1,0,1,0,0,0,0,0,2
2016-2017 Playoffs Season,4/25/17,Deyonta Davis,C,Memphis,San Antonio,R,2.2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
2016-2017 Playoffs Season,4/25/17,Kawhi Leonard,SF,San Antonio,Memphis,H,39.3,9,16,3,5,7,8,0,1,1,6,1,1,2,0,28
2016-2017 Playoffs Season,4/25/17,LaMarcus Aldridge,PF,San Antonio,Memphis,H,37.9,5,13,0,1,2,2,3,6,9,1,3,1,0,1,12
2016-2017 Playoffs Season,4/25/17,David Lee,PF,San Antonio,Memphis,H,26,5,6,0,0,1,1,2,6,8,1,3,1,0,0,11
2016-2017 Playoffs Season,4/25/17,Danny Green,SG,San Antonio,Memphis,H,21.9,1,3,1,2,0,0,0,2,2,2,1,0,0,0,3
2016-2017 Playoffs Season,4/25/17,Tony Parker,PG,San Antonio,Memphis,H,30,6,12,2,4,2,2,0,2,2,6,0,1,4,0,16
2016-2017 Playoffs Season,4/25/17,Manu Ginobili,SG,San Antonio,Memphis,H,17.8,4,6,1,2,1,1,2,0,2,3,2,3,1,1,10
2016-2017 Playoffs Season,4/25/17,Pau Gasol,C,San Antonio,Memphis,H,16.1,3,5,1,2,2,3,0,2,2,2,2,0,0,0,9
2016-2017 Playoffs Season,4/25/17,Patty Mills,PG,San Antonio,Memphis,H,21.9,7,10,5,7,1,1,0,2,2,1,2,0,0,0,20
2016-2017 Playoffs Season,4/25/17,Davis Bertans,PF,San Antonio,Memphis,H,13.8,1,5,1,5,0,0,1,2,3,1,1,0,0,0,3
2016-2017 Playoffs Season,4/25/17,Jonathon Simmons,SG,San Antonio,Memphis,H,8.7,1,3,0,0,0,0,0,0,0,0,1,0,0,0,2
2016-2017 Playoffs Season,4/25/17,Dejounte Murray,PG,San Antonio,Memphis,H,2.2,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1
2016-2017 Playoffs Season,4/25/17,Dewayne Dedmon,C,San Antonio,Memphis,H,2.2,0,0,0,0,1,2,2,1,3,0,1,0,0,0,1
2016-2017 Playoffs Season,4/25/17,Kyle Anderson,SG,San Antonio,Memphis,H,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-2017 Playoffs Season,4/25/17,Gordon Hayward,SF,Utah,LA Clippers,R,40.8,9,16,4,8,5,5,3,5,8,4,4,2,1,0,27
2016-2017 Playoffs Season,4/25/17,Boris Diaw,PF,Utah,LA Clippers,R,14.3,4,6,2,2,0,0,0,0,0,3,1,0,2,0,10
2016-2017 Playoffs Season,4/25/17,Rudy Gobert,C,Utah,LA Clippers,R,35.9,4,8,0,0,3,6,2,9,11,1,5,5,2,2,11
2016-2017 Playoffs Season,4/25/17,Joe Ingles,SF,Utah,LA Clippers,R,29,0,4,0,4,0,0,0,3,3,4,2,0,0,1,0
2016-2017 Playoffs Season,4/25/17,George Hill,PG,Utah,LA Clippers,R,35.8,3,12,1,7,5,5,1,4,5,7,3,0,2,0,12
2016-2017 Playoffs Season,4/25/17,Joe Johnson,SF,Utah,LA Clippers,R,30.9,6,14,2,5,0,0,1,7,8,3,1,1,1,0,14
2016-2017 Playoffs Season,4/25/17,Rodney Hood,SG,Utah,LA Clippers,R,29.3,6,17,4,10,0,0,0,5,5,2,2,1,2,0,16
2016-2017 Playoffs Season,4/25/17,Derrick Favors,PF,Utah,LA Clippers,R,11.9,2,3,0,0,0,0,0,2,2,0,4,1,1,1,4
2016-2017 Playoffs Season,4/25/17,Raul Neto,PG,Utah,LA Clippers,R,8.1,1,1,0,0,0,0,0,1,1,1,2,0,1,1,2
2016-2017 Playoffs Season,4/25/17,Dante Exum,PG,Utah,LA Clippers,R,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-2017 Playoffs Season,4/25/17,Luc Mbah a Moute,PF,LA Clippers,Utah,H,36.9,1,5,1,3,4,4,0,4,4,2,1,3,1,0,7
2016-2017 Playoffs Season,4/25/17,Marreese Speights,C,LA Clippers,Utah,H,13.2,0,3,0,1,1,2,1,1,2,0,1,0,2,1,1
2016-2017 Playoffs Season,4/25/17,DeAndre Jordan,C,LA Clippers,Utah,H,39.7,6,8,0,0,2,5,1,11,12,1,4,1,1,1,14
2016-2017 Playoffs Season,4/25/17,JJ Redick,SG,LA Clippers,Utah,H,34.2,7,12,3,7,9,10,0,3,3,1,3,0,1,0,26
2016-2017 Playoffs Season,4/25/17,Chris Paul,PG,LA Clippers,Utah,H,37.7,10,19,4,6,4,4,0,4,4,9,4,1,2,0,28
2016-2017 Playoffs Season,4/25/17,Jamal Crawford,SG,LA Clippers,Utah,H,23,2,8,0,2,0,0,0,0,0,2,2,0,1,0,4
2016-2017 Playoffs Season,4/25/17,Paul Pierce,SF,LA Clippers,Utah,H,13.8,2,4,2,2,0,0,0,3,3,0,1,0,2,0,6
2016-2017 Playoffs Season,4/25/17,Austin Rivers,SG,LA Clippers,Utah,H,17.8,0,4,0,2,2,2,0,2,2,1,1,0,2,0,2
2016-2017 Playoffs Season,4/25/17,Raymond Felton,PG,LA Clippers,Utah,H,16.5,0,3,0,0,2,2,0,2,2,0,3,0,1,0,2
2016-2017 Playoffs Season,4/25/17,Brandon Bass,PF,LA Clippers,Utah,H,3.8,1,3,0,0,0,0,1,0,1,0,0,1,0,0,2
2016-2017 Playoffs Season,4/25/17,Wesley Johnson,SF,LA Clippers,Utah,H,3.5,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
2016-2017 Playoffs Season,4/26/17,Taurean Prince,SF,Atlanta,Washington,R,31.8,4,11,0,3,2,2,2,4,6,4,1,0,1,1,10
2016-2017 Playoffs Season,4/26/17,Paul Millsap,PF,Atlanta,Washington,R,35.2,8,19,0,3,5,6,1,10,11,2,3,0,3,0,21
2016-2017 Playoffs Season,4/26/17,Dwight Howard,C,Atlanta,Washington,R,28,2,3,0,0,1,4,2,8,10,2,5,1,2,1,5
2016-2017 Playoffs Season,4/26/17,Tim Hardaway Jr.,SG,Atlanta,Washington,R,37.6,6,18,3,10,0,2,0,2,2,0,1,0,0,0,15
2016-2017 Playoffs Season,4/26/17,Dennis Schroder,PG,Atlanta,Washington,R,37.6,10,18,5,6,4,5,1,0,1,11,3,2,1,0,29
2016-2017 Playoffs Season,4/26/17,Kent Bazemore,SF,Atlanta,Washington,R,22.9,3,12,0,5,0,0,1,1,2,2,2,0,2,0,6
2016-2017 Playoffs Season,4/26/17,Mike Dunleavy,SF,Atlanta,Washington,R,11.7,1,2,1,2,2,2,0,1,1,0,1,0,0,0,5
2016-2017 Playoffs Season,4/26/17,Ersan Ilyasova,PF,Atlanta,Washington,R,8.9,1,6,0,1,0,0,4,2,6,1,1,0,1,0,2
2016-2017 Playoffs Season,4/26/17,Mike Muscala,C,Atlanta,Washington,R,15.9,2,2,0,0,0,0,0,2,2,0,3,0,0,0,4
2016-2017 Playoffs Season,4/26/17,Jose Calderon,PG,Atlanta,Washington,R,10.3,1,2,0,1,0,0,0,2,2,1,1,0,1,0,2
2016-2017 Playoffs Season,4/26/17,Thabo Sefolosha,SF,Atlanta,Washington,R,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-2017 Playoffs Season,4/26/17,Otto Porter Jr.,SF,Washington,Atlanta,H,31,3,4,2,3,9,10,1,4,5,1,3,2,0,1,17
2016-2017 Playoffs Season,4/26/17,Markieff Morris,PF,Washington,Atlanta,H,20.3,4,9,0,0,0,0,0,5,5,0,5,0,0,1,8
2016-2017 Playoffs Season,4/26/17,Marcin Gortat,C,Washington,Atlanta,H,39.1,1,6,0,0,3,4,2,8,10,1,2,0,1,3,5
2016-2017 Playoffs Season,4/26/17,Bradley Beal,SG,Washington,Atlanta,H,41.1,11,22,1,9,4,6,0,5,5,1,2,3,0,3,27
2016-2017 Playoffs Season,4/26/17,John Wall,PG,Washington,Atlanta,H,39.3,9,20,1,3,1,1,1,5,6,14,3,1,4,0,20
2016-2017 Playoffs Season,4/26/17,Jason Smith,C,Washington,Atlanta,H,15.7,2,9,0,3,1,2,1,1,2,0,0,0,0,1,5
2016-2017 Playoffs Season,4/26/17,Kelly Oubre Jr.,SF,Washington,Atlanta,H,13,2,4,1,3,0,0,1,2,3,1,1,0,0,1,5
2016-2017 Playoffs Season,4/26/17,Bojan Bogdanovic,SF,Washington,Atlanta,H,24.4,4,7,2,3,4,4,3,3,6,0,2,1,0,0,14
2016-2017 Playoffs Season,4/26/17,Brandon Jennings,PG,Washington,Atlanta,H,16.1,1,1,0,0,0,0,0,0,0,3,2,1,1,0,2
2016-2017 Playoffs Season,4/26/17,Tomas Satoransky,SG,Washington,Atlanta,H,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-2017 Playoffs Season,4/26/17,Jimmy Butler,SF,Chicago,Boston,R,39.3,6,15,2,4,0,1,0,8,8,6,0,0,2,1,14
2016-2017 Playoffs Season,4/26/17,Nikola Mirotic,PF,Chicago,Boston,R,34.9,2,6,2,6,0,2,0,4,4,2,3,1,0,0,6
